DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
120326649,2012-12-10,2012-03-01,1200,3,Southwest,391,354,THEFT OF IDENTITY,1202 1822,95.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4500    DON FELIPE                   DR,,"(34.0067, -118.3532)"
162106281,2016-02-22,2016-02-22,1415,21,Topanga,2185,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924 1402,36.0,M,O,602.0,BANK,,,AA,Adult Arrest,649.0,998.0,,,22000    VENTURA                      BL,,"(34.1685, -118.6058)"
111509483,2011-04-16,2011-04-14,1440,15,N Hollywood,1513,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1300,24.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,930.0,,,,12500    SHERMAN                      WY,,"(34.2012, -118.4052)"
160417858,2016-11-20,2016-11-20,2220,4,Hollenbeck,408,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0444 0448 0400,29.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,4800    EDISON                       ST,,"(34.0887, -118.1809)"
121323179,2012-11-28,2012-11-01,1,13,Newton,1347,354,THEFT OF IDENTITY,0100 0344,18.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600 E  33RD                         ST,,"(34.0112, -118.2459)"
110921693,2011-11-18,2011-11-18,1400,9,Van Nuys,989,330,BURGLARY FROM VEHICLE,0344 1307,24.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,13400    MOORPARK                     ST,,"(34.1504, -118.4249)"
130609930,2013-03-25,2013-03-21,1800,6,Hollywood,643,330,BURGLARY FROM VEHICLE,1300 0344,54.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1600 N  VISTA                        ST,,"(34.0999, -118.3519)"
141109181,2014-04-20,2014-04-20,1045,11,Northeast,1184,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1309 1251 1259,17.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1400    ECHO PARK                    AV,,"(34.0778, -118.2567)"
111205437,2011-01-21,2011-01-21,1305,12,77th Street,1211,330,BURGLARY FROM VEHICLE,0344 1302 1602,24.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,2500 W  SLAUSON                      AV,,"(33.9891, -118.3206)"
150409051,2015-04-26,2015-04-26,200,4,Hollenbeck,457,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0906 1100 0430 0309 0302,18.0,M,H,101.0,STREET,107.0,OTHER FIREARM,IC,Invest Cont,230.0,,,,CESAR E CHAVEZ,FICKETT,"(34.0457, -118.2053)"
132006935,2013-03-05,2013-03-05,1330,20,Olympic,2088,624,BATTERY - SIMPLE ASSAULT,0419 0429 0319 0432 1309 1259 1251,17.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400 W  WASHINGTON                   BL,,"(34.0401, -118.2864)"
161805864,2016-02-06,2016-02-06,1000,18,Southeast,1834,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300 1307,42.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,745.0,,,,100 E  106TH                        ST,,"(33.9401, -118.2556)"
141016493,2014-10-22,2014-10-22,225,10,West Valley,1017,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,,M,W,402.0,MARKET,,,IC,Invest Cont,740.0,,,,17200    SATICOY                      ST,,"(34.2084, -118.5077)"
152019851,2015-11-30,2015-01-01,1200,20,Olympic,2063,810,"SEX, UNLAWFUL",1251 1814 0527,16.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810.0,,,,WESTERN                      AV,PICO                         BL,"(34.0472, -118.309)"
160207051,2016-02-29,2016-02-28,2300,2,Rampart,237,330,BURGLARY FROM VEHICLE,0344 1609,58.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1600 W  3RD                          ST,,"(34.0621, -118.2619)"
122112160,2012-06-21,2012-06-21,2200,21,Topanga,2126,624,BATTERY - SIMPLE ASSAULT,0417 1609 0416 0329 1402,31.0,M,W,707.0,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,745.0,998.0,,21000    HEMMINGWAY                   ST,,"(34.2144, -118.5913)"
101617401,2010-09-16,2010-09-14,2200,16,Foothill,1622,330,BURGLARY FROM VEHICLE,0344 0358 1300 1607,32.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,13600    JUDD                         ST,,"(34.265, -118.4291)"
141427303,2014-10-29,2014-10-29,700,14,Pacific,1494,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1501,53.0,M,W,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,341.0,,,,300    WORLD                        WY,,"(33.944, -118.4073)"
170408554,2017-04-14,2017-04-14,30,4,Hollenbeck,466,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2900    NEW JERSEY                   ST,,"(34.0433, -118.2021)"
121324281,2012-12-18,2012-12-18,2100,13,Newton,1324,310,BURGLARY,1605 0358 0344,57.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1300 E  22ND                         ST,,"(34.0216, -118.2531)"
140104503,2014-01-08,2013-11-25,900,1,Central,138,354,THEFT OF IDENTITY,0377,35.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,200 S  SAN PEDRO                    ST,,"(34.0493, -118.2418)"
152112968,2015-07-19,2015-07-19,455,21,Topanga,2138,210,ROBBERY,0344 0416 0906,23.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,20300    COHASSET                     ST,,"(34.2071, -118.5754)"
170409757,2017-05-09,2017-05-06,1400,4,Hollenbeck,437,354,THEFT OF IDENTITY,0100,36.0,F,H,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,4700    KLAMATH                      PL,,"(34.0748, -118.1824)"
150512142,2015-07-03,2015-07-03,1700,5,Harbor,504,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,20.0,M,A,406.0,OTHER STORE,,,IC,Invest Cont,330.0,,,,19500    NORMANDIE                    AV,,"(33.8481, -118.3041)"
130204800,2013-01-14,2013-01-11,1130,2,Rampart,275,440,THEFT PLAIN - PETTY ($950 & UNDER),0917 0344,27.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1700 W  OLYMPIC                      BL,,"(34.0498, -118.2754)"
132007391,2013-03-14,2013-03-14,1430,20,Olympic,2088,220,ATTEMPTED ROBBERY,0408 0369 0319 0202 0305,26.0,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,220.0,,,,VENICE                       BL,MAGNOLIA,"(34.0443, -118.2864)"
110804120,2011-01-04,2011-01-03,1345,8,West LA,829,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,22.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,10400    SANTA MONICA                 BL,,"(34.0623, -118.4174)"
111717236,2011-09-16,2011-09-16,1230,17,Devonshire,1775,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,79.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,9300    ENCINO                       AV,,"(34.2395, -118.5156)"
161410755,2016-04-04,2016-02-10,1510,14,Pacific,1412,649,DOCUMENT FORGERY / STOLEN FELONY,1822,33.0,F,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,649.0,,,,500    SPEEDWAY,,"(33.9936, -118.4788)"
111520955,2011-11-18,2011-11-17,1200,15,N Hollywood,1595,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,10.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,11900    LAURELWOOD                   DR,,"(34.1418, -118.3914)"
160118044,2016-06-30,2016-06-29,800,1,Central,154,354,THEFT OF IDENTITY,0377,35.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 E  6TH                          ST,,"(34.046, -118.2493)"
161520285,2016-10-20,2016-10-20,1200,15,N Hollywood,1567,903,CONTEMPT OF COURT,1813,45.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,903.0,,,,10700    MOORPARK                     ST,,"(34.1504, -118.3636)"
100509940,2010-04-25,2010-04-25,1630,5,Harbor,529,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,70.0,M,W,705.0,SLIPS/DOCK/MARINA/BOAT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,CAL YACHT,MARINA SLIP D17,"(33.7753, -118.2456)"
160608856,2016-03-19,2016-03-18,150,6,Hollywood,645,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0329 0444 2002,32.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212.0,BOTTLE,AO,Adult Other,236.0,,,,1700 N  ORANGE                       DR,,"(34.1016, -118.3417)"
170412068,2017-06-30,2017-06-30,1230,4,Hollenbeck,426,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,58.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,331.0,,,,3300    PUEBLO                       AV,,"(34.0838, -118.1742)"
122012349,2012-06-12,2012-06-12,2300,20,Olympic,2091,410,"BURGLARY FROM VEHICLE, ATTEMPTED",0216 0358 0329 1607,19.0,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,410.0,,,,2100    CIMARRON                     ST,,"(34.0381, -118.3155)"
170806742,2017-03-01,2017-03-01,1925,8,West LA,839,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1210 0344 0346,49.0,F,W,404.0,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,,,,10200    SANTA MONICA                 BL,,"(34.0605, -118.4193)"
122110678,2012-05-20,2012-05-19,1600,21,Topanga,2104,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,70.0,F,W,101.0,STREET,,,IC,Invest Cont,745.0,,,,21700    PARTHENIA                    ST,,"(34.2282, -118.6017)"
111914284,2011-06-19,2011-06-16,2015,19,Mission,1904,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,34.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,NURMI,FENTON,"(34.3203, -118.4372)"
161212797,2016-05-01,2016-05-01,1600,12,77th Street,1257,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,33.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7800 S  FIGUEROA                     ST,,"(33.9688, -118.2827)"
141315204,2014-07-24,2014-07-24,1135,13,Newton,1353,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,23.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,MCKINLEY                     ST,VERNON                       AV,"(34.0039, -118.2609)"
100912548,2010-05-31,2010-05-31,2015,9,Van Nuys,926,624,BATTERY - SIMPLE ASSAULT,0416,30.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,13900    VANOWEN                      ST,,"(34.194, -118.4356)"
141112161,2014-06-20,2014-06-19,2130,11,Northeast,1143,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,37.0,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,3800    FRANKLIN                     AV,,"(34.1013, -118.2757)"
100715358,2010-09-17,2010-09-17,1030,7,Wilshire,788,350,"THEFT, PERSON",0305 0344 1202,84.0,M,K,101.0,STREET,,,IC,Invest Cont,350.0,,,,2200    10TH                         AV,,"(34.0367, -118.3283)"
140110706,2014-04-15,2014-04-15,435,1,Central,166,624,BATTERY - SIMPLE ASSAULT,1402 0416,55.0,M,O,101.0,STREET,308.0,STICK,IC,Invest Cont,624.0,998.0,,,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)"
100909395,2010-03-18,2010-03-10,1430,9,Van Nuys,939,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,17.0,F,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,13000    OXNARD                       ST,,"(34.1794, -118.4162)"
110612638,2011-05-03,2011-05-02,2325,6,Hollywood,642,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 0601 1307 1402 1609,72.0,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,998.0,,,7700 W  SUNSET                       BL,,"(34.0981, -118.3572)"
171706773,2016-02-22,2016-02-22,915,17,Devonshire,1791,310,BURGLARY,1202 0344 1601 0321,70.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,8600    WINNETKA                     AV,,"(34.2244, -118.5804)"
161510256,2016-04-22,2016-04-18,700,15,N Hollywood,1555,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0603,57.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,5000    KLUMP                        AV,,"(34.1608, -118.3757)"
111321522,2011-09-22,2010-09-01,1200,13,Newton,1322,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0400 0503 0551 0522 0556 1240 1251 1257 1309,,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812.0,,,,ADAMS                        BL,GRIFFITH,"(34.0193, -118.2562)"
170215142,2017-08-08,2017-08-04,415,2,Rampart,216,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,2100    SANTA YNEZ                   ST,,"(34.0752, -118.2649)"
132014409,2013-08-08,2013-08-08,2020,20,Olympic,2045,320,"BURGLARY, ATTEMPTED",1402 0319 1607,31.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,320.0,998.0,,,900 S  MARIPOSA                     AV,,"(34.0559, -118.2987)"
100908701,2010-03-26,2010-03-26,900,9,Van Nuys,909,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0605 1300,33.0,M,H,101.0,STREET,,,AO,Adult Other,745.0,,,,13600    SHERMAN                      WY,,"(34.2012, -118.4294)"
112106527,2011-02-21,2011-02-17,900,21,Topanga,2175,354,THEFT OF IDENTITY,0344 0930 1822,31.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,22100    BURBANK                      BL,,"(34.172, -118.6084)"
111426089,2011-09-08,2011-09-08,1030,14,Pacific,1407,510,VEHICLE - STOLEN,,10.0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3500    CLARINGTON                   AV,,"(34.0284, -118.4048)"
170214707,2017-07-31,2017-07-31,830,2,Rampart,285,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0444 0408 0416 0421 0913,27.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930.0,,,,1600 W  12TH                         PL,,"(34.0455, -118.2765)"
152106343,2015-02-19,2015-02-19,1530,21,Topanga,2156,886,DISTURBING THE PEACE,1501,24.0,F,H,404.0,DEPARTMENT STORE,,,AO,Adult Other,886.0,,,,6600    TOPANGA CANYON               BL,,"(34.1905, -118.6059)"
140704759,2014-01-24,2014-01-24,1200,7,Wilshire,711,310,BURGLARY,0344 0321,13.0,M,X,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,400 N  EDINBURGH                    AV,,"(34.0782, -118.3637)"
120614724,2012-05-24,2012-05-23,2000,6,Hollywood,649,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,34.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,1600 N  SERRANO                      AV,,"(34.1001, -118.3071)"
112017034,2011-08-22,2011-08-21,1900,20,Olympic,2005,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,55.0,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,NORMANDIE                    PL,ROSEWOOD                     AV,"(34.079, -118.3012)"
160418680,2016-12-12,2016-09-03,830,4,Hollenbeck,424,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,,X,X,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,2000    LINCOLN PARK                 AV,,"(34.0678, -118.2024)"
140315332,2014-07-09,2014-07-07,2330,3,Southwest,326,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1251 0344 1822,44.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,,,,1900 W  29TH                         ST,,"(34.0291, -118.306)"
140920217,2014-12-10,2012-12-10,1200,9,Van Nuys,919,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1243 1814,30.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,13400    VANOWEN                      ST,,"(34.194, -118.4247)"
161115726,2016-09-01,2016-08-30,2200,11,Northeast,1143,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,28.0,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,HYPERION,GRIFFITH PARK,"(34.1068, -118.2723)"
150609442,2015-03-25,2015-03-25,800,6,Hollywood,649,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,42.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1500 N  HOBART                       BL,,"(34.0981, -118.3056)"
130114379,2013-06-14,2013-06-14,1655,1,Central,111,900,VIOLATION OF COURT ORDER,0601 2004,37.0,F,A,738.0,LIBRARY,,,IC,Invest Cont,900.0,,,,600 N  HILL                         ST,,"(34.0591, -118.2412)"
111614119,2011-07-27,2011-02-01,1200,16,Foothill,1643,354,THEFT OF IDENTITY,1822,38.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10600    TAMARACK                     AV,,"(34.2625, -118.4228)"
111610165,2011-05-12,2011-05-11,1000,16,Foothill,1651,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0400 1257 1414,,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812.0,998.0,,,13100    OSBORNE                      ST,,"(34.248, -118.418)"
160716269,2016-10-10,2016-09-17,800,7,Wilshire,753,354,THEFT OF IDENTITY,1501 1822,28.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1300 S  OGDEN                        DR,,"(34.053, -118.3637)"
161515238,2016-07-23,2016-07-22,1900,15,N Hollywood,1511,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13100    SHERMAN                      WY,,"(34.2037, -118.421)"
161417659,2016-06-30,2016-06-28,1549,14,Pacific,1469,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54.0,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,6900    LA TIJERA                    BL,,"(33.9761, -118.3732)"
100205623,2010-01-31,2010-01-30,2030,2,Rampart,249,330,BURGLARY FROM VEHICLE,0344 0358,26.0,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,BIXEL                        ST,3RD                          ST,"(34.0567, -118.2603)"
121111403,2012-05-21,2012-05-21,1745,11,Northeast,1148,310,BURGLARY,1202 0344,71.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4600 N  FIGUEROA                     ST,,"(34.0981, -118.2054)"
131430015,2013-12-31,2013-12-30,1830,14,Pacific,1441,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,44.0,M,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,2800    OCEAN                        AV,,"(33.9842, -118.4625)"
161606300,2016-02-28,2016-02-27,1730,16,Foothill,1617,330,BURGLARY FROM VEHICLE,0344,44.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,10500    SHERMAN GROVE                AV,,"(34.2597, -118.3201)"
111613171,2011-07-12,2011-07-10,1710,16,Foothill,1672,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,LANKERSHIM,PENDLETON,"(34.2279, -118.3878)"
161808771,2016-04-05,2016-04-04,1800,18,Southeast,1831,510,VEHICLE - STOLEN,,15.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12000 S  FIGUEROA                     ST,,"(33.9237, -118.2826)"
140901623,2014-12-20,2014-12-20,1540,9,Van Nuys,937,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0416,21.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,626.0,,,,6300    MURIETTA                     AV,,"(34.185, -118.4388)"
120607953,2012-02-21,2012-02-21,1200,6,Hollywood,667,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,1200    TAMARIND                     AV,,"(34.0926, -118.319)"
141517617,2014-09-23,2014-09-21,1100,15,N Hollywood,1526,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,37.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,740.0,,,,11500    HAMLIN                       ST,,"(34.1886, -118.3823)"
130514457,2013-08-30,2013-08-30,1700,5,Harbor,504,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 1243 0408 2000,23.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,1600 W  206TH                        ST,,"(33.8438, -118.3066)"
140323812,2014-11-16,2014-11-15,2020,3,Southwest,395,624,BATTERY - SIMPLE ASSAULT,0416 0446 0429 1817,38.0,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WESTERN                      AV,VERNON,"(34.0037, -118.3089)"
121523217,2012-12-07,2012-12-07,1700,15,N Hollywood,1591,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,51.0,F,O,505.0,MOTEL,,,IC,Invest Cont,341.0,,,,12800    VENTURA                      BL,,"(34.1448, -118.4117)"
161204241,2015-01-04,2015-01-04,250,12,77th Street,1268,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1822 1309,41.0,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,200 W  85TH                         ST,,"(33.9616, -118.2761)"
100810315,2010-05-24,2010-04-27,5,8,West LA,898,310,BURGLARY,0352,48.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,2300 S  HOLT                         AV,,"(34.0393, -118.3811)"
110325889,2011-12-03,2011-12-03,1630,3,Southwest,394,510,VEHICLE - STOLEN,,10.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,4100    4TH                          AV,,"(34.0108, -118.3214)"
150319200,2015-08-28,2015-08-27,800,3,Southwest,396,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,14.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,800 W  41ST                         ST,,"(34.0092, -118.2872)"
101309651,2010-03-29,2010-03-29,910,13,Newton,1373,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 0906,56.0,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,52ND,CENTRAL,"(33.9958, -118.2565)"
130718561,2013-12-11,2013-12-09,1500,7,Wilshire,762,886,DISTURBING THE PEACE,1501,42.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886.0,,,,1400 S  POINT VIEW                   ST,,"(34.0522, -118.3699)"
100621741,2010-09-01,2010-09-01,30,6,Hollywood,656,330,BURGLARY FROM VEHICLE,0329 0334 1307 1609,35.0,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,6000    ROMAINE                      ST,,"(34.0889, -118.3223)"
160125237,2016-10-11,2016-10-11,1730,1,Central,157,624,BATTERY - SIMPLE ASSAULT,0305 0416,56.0,F,B,710.0,OTHER PREMISE,308.0,STICK,IC,Invest Cont,624.0,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
102020326,2010-09-14,2010-09-14,2130,20,Olympic,2055,624,BATTERY - SIMPLE ASSAULT,0319 0413 0416 0419 0429 0913 1206 1251 1814 2002,22.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1000 S  NORMANDIE                    AV,,"(34.0526, -118.3)"
151120600,2015-12-03,2015-11-01,1500,11,Northeast,1157,810,"SEX, UNLAWFUL",0533 1259 0522 0913,15.0,F,H,109.0,PARK/PLAYGROUND,,,JO,Juv Other,810.0,,,,1900 N  SAN FERNANDO                 RD,,"(34.1003, -118.2355)"
120710623,2012-06-02,2012-06-02,1630,7,Wilshire,765,624,BATTERY - SIMPLE ASSAULT,0444 2000,28.0,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4800 W  VENICE                       BL,,"(34.0466, -118.3414)"
